VALERIO	468	1901	4.6%	3248	10,098
MONZON	468	1901	11.2%	7336	4183
FUJIKAWA	468	1901	78.9%	35797	593
ASANO	468	1901	84.5%	37728	554
SHEU	468	1901	93.8%	41203	499
DARK	467	1907	16.3%	10294	2,868
NAKATANI	467	1907	77.6%	35387	602
TAMANAHA	467	1907	86.2%	38395	542
VENKATESH	467	1907	94.5%	41522	494
DESHMUKH	467	1907	95.1%	41722	491
XIN	467	1907	97.7%	42677	478
HOLMES	466	1913	0.3%	161	150,166
GREENE	466	1913	0.4%	228	119,604
CENTENO	466	1913	4.6%	3215	10188
TAKETA	466	1913	82.8%	37266	563
OKI	465	1917	74.5%	34342	624
MAM	465	1917	81.0%	36716	574
CU	465	1917	82.4%	37200	564
NARANG	465	1917	88.9%	39560	523
PEARSON	464	1921	0.5%	281	98,728
PUNG	464	1921	31.3%	17530	1481
KHAM	464	1921	81.1%	36807	572
SEM	463	1924	61.1%	29390	758
PI	463	1924	64.5%	30645	718
VILLAR	462	1926	11.3%	7494	4100
JAHAN	462	1926	76.5%	35288	604
NINH	462	1926	97.1%	42830	476
POWERS	461	1929	0.5%	304	90,401
FRANK	461	1929	0.7%	454	65,918
ZABALA	461	1929	13.2%	8650	3498
GHANI	461	1929	50.8%	25547	908
HANIF	461	1929	57.2%	28005	806
KONISHI	461	1929	84.4%	38141	546
MOCHIZUKI	461	1929	87.0%	39111	530
HARVEY	460	1936	0.4%	247	112,136
HAY	460	1936	2.6%	1853	17,824
YOSHINO	460	1936	79.7%	36572	577
OHASHI	460	1936	82.6%	37591	557
YAMBAO	459	1940	88.6%	39885	518
PARKS	458	1941	0.5%	322	86,346
BO	458	1941	51.1%	25775	897
AGUON	458	1941	62.0%	29964	739
NISHIYAMA	458	1941	83.1%	37881	551
KUDO	458	1941	83.7%	38079	547
GIRON	457	1946	4.2%	3057	10,874
RASHEED	457	1946	22.3%	13584	2050
OO	457	1946	88.1%	39824	519
NIJJAR	457	1946	89.8%	40465	509
FRIAS	456	1950	3.7%	2684	12,357
SHINN	456	1950	5.7%	4090	8,019
BACCHUS	454	1952	17.7%	11317	2562
KI	454	1952	77.5%	36129	586
UN	454	1952	82.4%	37881	551
LINDSEY	453	1955	0.7%	492	61,199
KIANG	453	1955	86.3%	39444	525
FAROOQUI	453	1955	87.6%	39946	517
CORDOVA	452	1958	1.3%	903	35,074
SAGUN	452	1958	67.7%	32460	668
AKRAM	451	1960	56.1%	28049	804
FINAU	451	1960	75.2%	35487	600
TORIO	450	1962	70.4%	33653	639
NAEEM	450	1962	72.5%	34503	621
SALGADO	449	1964	1.4%	1012	31,627
HAFEEZ	449	1964	69.5%	33333	646
SEKI	449	1964	81.8%	37986	549
OISHI	449	1964	82.8%	38395	542
KURODA	449	1964	83.9%	38833	535
CRAIG	448	1969	0.5%	307	89,591
JAY	448	1969	4.6%	3349	9,771
VILLAMOR	448	1969	60.8%	30023	737
HATA	448	1969	70.3%	33735	637
LAC	448	1969	92.0%	41995	487
CACHO	447	1974	22.4%	13893	1994
YOUSUF	447	1974	62.0%	30552	721
CORONEL	446	1976	8.9%	6279	4997
NARCISO	446	1976	30.8%	17823	1448
ADRIANO	446	1976	43.9%	23372	1015
KAMDAR	446	1976	84.3%	39176	529
VY	446	1976	95.1%	43377	469
MICHAEL	445	1981	1.1%	798	39,369
IMPERIAL	445	1981	32.9%	18748	1353
HOO	445	1981	64.4%	31621	691
BAK	444	1984	16.8%	11040	2,642
BELEN	444	1984	36.6%	20382	1212
MONTERO	443	1986	3.7%	2761	11,997
SANKAR	443	1986	50.7%	26306	873
GOYA	443	1986	67.3%	32856	658
MINHAS	443	1986	81.1%	38141	546
ADVANI	443	1986	84.5%	39499	524
CHOUNG	443	1986	91.3%	42134	485
GONSALVES	442	1992	5.7%	4265	7,690
IIDA	442	1992	78.9%	37429	560
SCHULTZ	441	1994	0.4%	261	104,962
KAU	441	1994	54.2%	27802	814
MAUNG	441	1994	88.2%	41130	500
SACHDEV	441	1994	91.5%	42363	482
HOLT	440	1998	0.5%	329	84,710
MOCK	440	1998	2.9%	2194	15,208
SANPEDRO	440	1998	46.1%	24529	955
SINGSON	440	1998	78.9%	37534	558
AKTER	440	1998	83.2%	39176	529
